,Year,Company Name,Country,Industry (Exiobase),Environmental Intensity (Sales),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,Macro Industry,CompanySymbol,TotalEsgScore,EnvironmentRiskScore,SocialRiskScore,GovernanceRiskScore,EsgRatingYear
3431,2013,GENUS PLC,United Kingdom Of Great Britain And Northern Ireland,Research and development (73),-0.04292350550454019,-24547347.455959994,-24014059.869295094,-5574.612136601272,-319189.5527507066,-74843.9455470371,-1005.5945726972312,-1209.8589533567751,-131608.24106402232,144.21835952816954,Research and development (73),GNS.L,,,,,
3432,2013,GRIFOLS S A,Spain,Research and development (73),-0.022023286005534253,-83212338.11384091,-58767979.66017533,-13448.739969783603,-773334.231873569,-181150.52496211545,-2436.3951901459986,-1664.4989296958308,-23472157.968858596,-166.0938816549043,Research and development (73),G0FB.SG,,,,,
3433,2013,SARTORIUS STEDIM BIOTECH SA,France,Research and development (73),-0.009698341358595368,-7863836.896007032,-7374345.666364064,-1773.3789230722498,-98291.54843564607,-22924.126214011838,-316.6477530137555,-1081.0831646421323,-365380.40403914277,275.9588865635294,Research and development (73),0RG8.IL,16.56,1.06,8.88,6.62,2022.0
3434,2013,BAVARIAN NORDIC AS,Denmark,Research and development (73),-0.005181957198536051,-1160619.854243474,-1136100.6237759169,-245.526137293336,-14909.850982574662,-3335.270089510418,-45.28552352490581,-94.6441622387804,-5864.490030063906,-24.163542350914454,Research and development (73),BAVA.CO,,,,,
3435,2013,HENNES & MAURITZ AB,Sweden,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.024771785834507797,-495939715.6840645,-100034139.9619491,-26738.243791270437,-1315655.8824923413,-307629.2250376486,-4582.963137283165,-31256.290446552266,-394231110.38522226,11397.268119994123,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",HM-B.ST,15.58,1.32,7.97,6.3,2022.0
3436,2013,OCADO GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.014490990850683491,-19010384.639271054,-18597196.916214723,-4366.737308950579,-247002.81440919082,-57902.43069018767,-785.4157708141562,-1615.0604796088005,-101815.24177178588,299.9773742190753,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",OCDO.L,,,,,
3437,2013,KONINKLIJKE AHOLD DELHAIZE,Netherlands,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.014262466649333312,-641051070.9933842,-625051641.8449731,-145373.9770910304,-8329133.668763835,-1949107.540856695,-26296.19920953406,-24241.77510415501,-5533190.259800437,7914.27241478046,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",AD.AS,20.8,6.82,9.63,4.35,2022.0
3438,2013,TOPPS TILES PLC,United Kingdom Of Great Britain And Northern Ireland,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.013062318651766906,-3847552.107454407,-3763907.3306221454,-886.3080733464254,-49983.78876405646,-11717.05714401064,-159.21305528428297,-362.62705622768027,-20603.13619979145,67.35346045636702,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",TPT.L,,,,,
3439,2013,MORRISON (WM) SUPERMARKETS,United Kingdom Of Great Britain And Northern Ireland,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.01269179368839686,-380801038.7339758,-372521971.6770588,-87793.64143596604,-4946786.214496276,-1159607.145937432,-15765.039234386126,-36937.80538895724,-2039037.9478450613,6860.73742122556,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",@MORRISON (WM) SUPERMARKETS,,,,,
3440,2013,CECONOMY AG,Germany,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.01176140042809773,-1001048729.9767144,-962996926.6233207,-223785.518067998,-12764020.96102813,-2991504.9331013416,-40394.684790248626,-578095.9463628943,-21462787.22168988,8785.911647285662,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",CEC.DE,27.97,7.42,10.59,9.95,2020.0
3441,2013,SAINSBURY (J) PLC,United Kingdom Of Great Britain And Northern Ireland,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.011634396642480402,-449022919.7216517,-439258542.27864313,-103800.64176041225,-5832175.42176879,-1367140.2889361791,-18617.204565974116,-47513.89263517721,-2403955.107281255,8825.113939435814,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",SBRY.L,17.12,5.14,8.05,3.93,2022.0
3442,2013,CASINO GUICHARD-PERRACHON SA,France,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.010584597159246683,-709566570.9575291,-677908880.9526635,-158056.3652875074,-9023685.061126988,-2115187.184148112,-28551.62403623492,-27180.640953960985,-20313910.60734866,8881.478036089205,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",CAJ.MU,21.61,6.18,9.82,5.61,2022.0
3443,2013,RALLYE,France,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.010446274996474046,-709809538.4116937,-678122684.9330257,-158146.39734092547,-9026633.573664822,-2115873.1344283153,-28565.091851107503,-27549.97806302807,-20339087.46502278,9002.161703102358,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",RAL.PA,,,,,
3444,2013,ASOS PLC,United Kingdom Of Great Britain And Northern Ireland,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.010407031042464512,-13261406.348632704,-12972938.825521031,-3077.2810736598253,-172211.64989040466,-40368.03542940814,-551.0013174713334,-1568.7679242129689,-70982.1665849802,291.3791084644106,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",ASC.L,23.89,,,,2022.0
3445,2013,IND DE DISENO TEXTIL SA,Spain,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.01036066293130209,-227679434.75168985,-189151587.70610264,-43518.17640678897,-2522960.5755215823,-597460.5594978762,-7902.757739598306,-10181.487959484255,-35346745.08885943,921.6003975508463,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",IXD1.HM,12.5,1.16,6.15,5.19,2022.0
3446,2013,MARKS & SPENCER GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.010279164187380157,-170699780.99805677,-166821463.7746745,-39590.44393166527,-2214446.0304452498,-519085.91152079514,-7087.340113175382,-20444.247464892716,-1081460.5143122366,3797.2644057818748,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",MA6A.BE,,,,,
3447,2013,CARREFOUR SA,France,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.010095267458691555,-1066724376.030826,-1028638598.6147043,-240008.1392738746,-13692723.68033296,-3209605.1345742927,-43343.16450709193,-42842.54589669974,-20871253.874332674,13999.122796117581,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",CA.PA,20.42,3.58,9.89,6.95,2022.0
3448,2013,NEXT PLC,United Kingdom Of Great Britain And Northern Ireland,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.00916161820968653,-53832447.742112845,-52661006.27296659,-12552.598080836839,-698879.3398748228,-163820.30383811114,-2242.7769339427628,-7233.823468698525,-288056.2195874536,1343.5926376144866,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",NXT.L,15.49,2.28,7.62,5.6,2022.0
3449,2013,KINGFISHER PLC,United Kingdom Of Great Britain And Northern Ireland,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.008113127928730193,-142069013.49268568,-136588592.13516724,-32755.053989764005,-1812129.0449781548,-424759.1430068001,-5836.858019522639,-21557.927598666643,-3187387.4465491828,4004.1166236817107,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",KGF.L,10.11,2.78,4.61,2.73,2022.0
3450,2013,CLAS OHLSON AB,Sweden,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.007433190586487042,-7545856.454324129,-6821787.118568971,-1755.8681815835043,-89978.81528421193,-21053.572367787678,-305.19828571353185,-1584.8900280956236,-609968.9046026075,577.9130003222546,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",CLAS-B.ST,,,,,
3451,2013,DUNELM GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.007302448310364153,-8190173.822685482,-8011800.799648468,-1929.4866375923198,-106269.02823376628,-24908.746575026762,-343.18836227804525,-1380.7676256877198,-43798.26599655208,256.4603938923924,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",DNLM.L,,,,,
3452,2013,WH SMITH PLC,United Kingdom Of Great Britain And Northern Ireland,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.006500970583790471,-12769553.102703322,-12491306.374597019,-3026.9917050536383,-165630.64392579516,-38821.60390088952,-536.9396029338455,-2418.2069546976863,-68261.4938485495,449.15183161699684,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",SMWH.L,,,,,
3453,2013,ICA GRUPPEN AB,Sweden,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.006177288045713633,-74746179.99582624,-66445254.715877585,-17529.172851831052,-874775.9404058716,-204591.5974949514,-3019.027102778514,-18891.089748743827,-7189006.883755512,6888.431476328799,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",@ICA GRUPPEN AB,,,,,
3454,2013,KESKO OYJ,Finland,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.00413747943744858,-53113954.53837156,-51252959.5961064,-15363.073726756478,-672920.5501375403,-158231.90854861052,-2413.2001695268737,-1527.9748965334365,-1017250.6329641922,6712.398177998773,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",KESKOB.HE,,,,,
3455,2013,TAKKT AG,Germany,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.003318587113146756,-4356301.820619191,-4150278.4084971887,-1004.0311304773427,-54526.21417775002,-12768.324892176053,-177.57627564107761,-8915.967578347585,-128766.80308868151,135.50502107179867,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",TTK.DE,,,,,
3456,2013,N BROWN GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.003159646634012751,-4106340.667876042,-3947544.959092312,-1015.4901500880181,-52170.52467517491,-12224.586077861723,-175.5735189715165,-1599.9721731460997,-91906.73709765218,297.1749091651411,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",BWNG.L,,,,,
3457,2013,FRASERS GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.003008465576475302,-10889916.830907773,-10651365.755854197,-2749.831424102066,-140739.07257228644,-32977.366469427085,-474.7177747835212,-4456.310924155286,-57981.48015538314,827.7042665644823,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",FRAS.L,,,,,
3458,2013,FNAC DARTY SA,France,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.0011787063175284934,-6343670.514944601,-6203464.847950064,-1661.700904527713,-83124.2910098116,-19456.832075526414,-285.1902462075139,-2182.1062209374827,-34208.56609090709,713.0195533834757,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",FNAC.PA,,,,,
3459,2013,D'IETEREN GROUP SA,Belgium,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",-0.008528476833788923,-64295281.45679872,-62873493.707399055,-15521.642045053259,-833433.1814370468,-195198.0771000767,-2732.321260813663,-10592.525723626679,-367374.33254116116,3064.3307081332705,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",DIE.BR,,,,,
3460,2013,HALFORDS GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",-0.007403095814064361,-10683016.3440862,-10215188.264221564,-2710.6697633755907,-134213.6196488421,-31424.699577910207,-463.53841456143164,-3627.260999549621,-296415.8688123398,1027.5773519446234,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",HFD.L,,,,,
3461,2013,INCHCAPE PLC,United Kingdom Of Great Britain And Northern Ireland,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",-0.00308254951253771,-33311694.864253696,-32587845.125825703,-10257.602241579763,-421088.974176543,-98413.7221813495,-1643.687027437245,-27163.451504603836,-172977.51472892734,7695.213432461235,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",INCH.L,,,,,
3462,2013,VOPAK (KONINKLIJKE) NV,Netherlands,Transport via pipelines,-0.08892250480355099,-158719076.77942306,-155276478.35602838,-35573.624087813296,-2064795.6175774548,-484049.21625412366,-6469.848979816202,-430.0192856656372,-851477.8330600256,197.73585028783688,Transport via pipelines,@VOPAK (KONINKLIJKE) NV,,,,,
3463,2012,SGS SA,Switzerland,Activities auxiliary to financial intermediation (67),-0.013437617315098523,-81888222.69816206,-77181068.43270147,-17771.59392440445,-1025830.8440285712,-240364.97779299715,-3226.9806322498816,-2613.327913302271,-3417774.580714755,428.03954570018135,Activities auxiliary to financial intermediation (67),SGSN.SW,18.71,0.02,13.2,5.49,2022.0
3464,2012,INTERTEK GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,Activities auxiliary to financial intermediation (67),-0.011989451006978008,-40028561.21851051,-39157931.30608931,-9117.927941798256,-520684.6162161459,-122065.03385912589,-1644.756976846382,-2856.8219232968177,-214642.01447544812,381.2589714791358,Activities auxiliary to financial intermediation (67),ITRK.L,21.18,0.07,14.59,6.52,2022.0
3465,2012,TELEPERFORMANCE,France,Activities auxiliary to financial intermediation (67),-0.010846099637083903,-33559700.63200096,-29311682.2260904,-6878.428416154259,-390099.6084028828,-91401.4447716261,-1239.716617239076,-1863.536597957777,-3757066.2868556567,530.6157509615498,Activities auxiliary to financial intermediation (67),TEP.PA,16.23,0.02,10.18,6.02,2022.0
3466,2012,EXPERIAN PLC,Jersey,Activities auxiliary to financial intermediation (67),-0.006758714431180258,-18906963.937879443,-18494853.421750665,-4366.124724985206,-245889.31541457694,-57641.32252324206,-782.3103569381634,-2393.7025694842373,-101357.19362558883,319.45308604162005,Activities auxiliary to financial intermediation (67),EXPGY,,,,,
3467,2012,CAPITA PLC,United Kingdom Of Great Britain And Northern Ireland,Activities auxiliary to financial intermediation (67),-0.004402150562535883,-23980034.606652517,-23455978.1949777,-5630.060601200074,-311789.15897555527,-73084.95331735011,-1000.6700350340675,-4661.196379548398,-128512.43526861536,622.0629024990347,Activities auxiliary to financial intermediation (67),SFOR.L,,,,,
3468,2012,BUREAU VERITAS SA,France,Activities auxiliary to financial intermediation (67),-0.004221791898136794,-21718591.966253284,-21244579.951716334,-5149.6964316937,-282984.9226425722,-66251.34865555787,-917.0271868672617,-3098.33435070985,-116492.89225707017,882.2069875276591,Activities auxiliary to financial intermediation (67),BVI.PA,11.29,0.07,6.43,4.79,2022.0
3469,2012,RELX PLC,United Kingdom Of Great Britain And Northern Ireland,Activities auxiliary to financial intermediation (67),-0.0030147203546121546,-29965486.05743619,-28353283.792116176,-6969.365775180039,-376783.6088725856,-88311.85977741191,-1224.6277364240518,-8505.244065074887,-1131542.6318040243,1135.0727106880174,Activities auxiliary to financial intermediation (67),RELX,,,,,
3470,2012,DEUTSCHE BOERSE AG,Germany,Activities auxiliary to financial intermediation (67),-0.0025426399723549316,-7404483.61048336,-7231987.058978836,-1648.9093990349736,-95699.34141168451,-22422.387785640964,-300.18564474176054,-4019.256030554439,-48395.755639802395,-10.715593062782517,Activities auxiliary to financial intermediation (67),DBOEY,,,,,
3471,2012,WOLTERS KLUWER NV,Netherlands,Activities auxiliary to financial intermediation (67),-0.0022784720861925563,-10822364.689907953,-10585447.705471162,-2722.8071302794838,-139986.47808333326,-32667.45778210668,-474.6510486585435,-4577.093448422462,-57436.059550960905,947.5626069719659,Activities auxiliary to financial intermediation (67),WOSB.SG,17.96,4.02,9.77,4.17,2022.0
3472,2012,ADECCO GROUP AG,Switzerland,Activities auxiliary to financial intermediation (67),-0.0011137690488827506,-36302559.755997606,-34812449.47765697,-8609.898847293629,-459510.6969409301,-106991.27962001566,-1527.093528178103,-13977.736039845147,-901783.0004791073,2289.4271147366494,Activities auxiliary to financial intermediation (67),ADEN.SW,11.8,0.03,8.45,3.33,2022.0
3473,2012,ZURICH INSURANCE GROUP AG,Switzerland,Activities auxiliary to financial intermediation (67),-0.0007523612212221763,-42225602.976585396,-36953279.69054002,-9567.807366264598,-485468.5833087934,-112542.99822659652,-1672.6194703815215,-24068.231938845445,-4642945.2050832845,3942.159348802087,Activities auxiliary to financial intermediation (67),ZURN.SW,17.77,0.81,7.9,9.06,2022.0
3474,2012,HELVETIA HOLDING AG,Switzerland,Activities auxiliary to financial intermediation (67),-0.0005806177579647466,-4966564.764270897,-4789308.020281303,-1265.5067121246227,-62782.08655936824,-14524.94930945536,-219.84817131899496,-3668.263456934885,-95396.91825492715,600.8284745372372,Activities auxiliary to financial intermediation (67),HELN.SW,24.48,1.22,11.02,12.24,2022.0
3475,2012,BALOISE HOLDING,Switzerland,Activities auxiliary to financial intermediation (67),-0.0005179382807820386,-5319580.063755184,-5183794.697158584,-1389.8902955847082,-67845.17083117907,-15673.011969674031,-240.3837740576438,-4404.47419249659,-46953.84868762041,721.4131540125447,Activities auxiliary to financial intermediation (67),BLHEF,20.35,2.02,9.44,8.9,2022.0
3476,2012,HAYS PLC,United Kingdom Of Great Britain And Northern Ireland,Activities auxiliary to financial intermediation (67),-0.00046511764863703354,-2762545.790794334,-2698343.6407120014,-907.0897310718393,-35704.5310648429,-8356.462871664107,-138.91724857672995,-5082.286618741446,-14691.122313373613,678.2597659385921,Activities auxiliary to financial intermediation (67),HAS.L,,,,,
3477,2012,MYTILINEOS SA,Greece,Activities of membership organisation n.e.c. (91),-1.4328861256342882,-2745879897.1379905,-1366254081.2380886,-348653.8871047175,-18075375.493940726,-4247986.107779958,-58989.407390237444,-523.6577831951347,-1356938800.2848349,44512.93893222194,Activities of membership organisation n.e.c. (91),MYH.F,,,,,
3478,2012,WENDEL,France,Activities of membership organisation n.e.c. (91),-0.021765677771045225,-192305103.09180072,-169618253.55211037,-39017.32171254416,-2267451.632269336,-527102.4650409546,-7089.3482545041015,-5878.255646585454,-19841755.494152587,1444.9773862305394,Activities of membership organisation n.e.c. (91),MF.PA,8.89,0.06,2.02,6.81,2022.0
3479,2012,EURAZEO,France,Activities of membership organisation n.e.c. (91),-0.020735813770688814,-121454535.56232224,-92395516.89230967,-22380.37490040755,-1239713.5525958417,-287660.99123669975,-3984.6240039652084,-3896.9291494185914,-27505433.761164974,4051.563038755039,Activities of membership organisation n.e.c. (91),RF.PA,,,,,
3480,2012,SIEMENS AG,Germany,Activities of membership organisation n.e.c. (91),-0.007917128870535611,-817187057.3468306,-760824302.0180823,-178673.97429184237,-10017979.470113937,-2336180.863662799,-31612.68840415697,-586289.5286535028,-43212313.79357893,294.9899569013553,Activities of membership organisation n.e.c. (91),SIE.DE,30.08,9.73,10.91,9.44,2022.0
3481,2012,SMITHS GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,Activities of membership organisation n.e.c. (91),-0.006931475325676852,-34134178.84822714,-33127844.490557224,-7909.327469115886,-440883.8707460075,-103219.47693110297,-1408.716267400843,-4751.12317896175,-448933.92856876855,772.0854914411636,Activities of membership organisation n.e.c. (91),SMIN.L,26.56,13.11,9.14,4.31,2022.0
3482,2012,AIR FRANCE - KLM,France,Air transport (62),-0.2411055256596696,-8147432879.095219,-7970904893.979758,-1959929.1284235127,-103530046.04076616,-24254079.105373256,-340200.09754982445,-1146494.2449635018,-45525508.80318676,228272.3048044038,Air transport (62),AF.PA,,,,,
3483,2012,FLUGHAFEN WIEN AG,Austria,Air transport (62),-0.14016492907645126,-112229778.08643606,-109399033.99567999,-24651.72565133116,-1384929.65399245,-322959.47897390364,-4443.589008376823,-39451.37690212121,-1052420.3792028844,-1887.887024991885,Air transport (62),FLU.VI,,,,,
3484,2012,DEUTSCHE LUFTHANSA AG,Germany,Air transport (62),-0.11725538157414275,-4658200420.28932,-4552745389.382826,-2382774.3116468806,-65291612.52989006,-15081395.460521292,-348232.4367528951,-83564.40623250803,-26517058.572374944,4249606.810925501,Air transport (62),LHA.DE,27.46,10.02,12.38,5.06,2022.0
3485,2012,SAS AB,Sweden,Air transport (62),-0.11038376656093597,-732676408.4549395,-715830939.2247725,-320929.760810218,-10133527.055211015,-2358834.6378808967,-48496.269895088284,0.0,-4479989.338945513,496307.8325756876,Air transport (62),SAS.ST,,,,,
3486,2012,DEUTSCHE POST AG,Germany,Air transport (62),-0.01505818738301739,-1101980125.0085146,-1079147023.4401164,-575637.7577657254,-14626090.392475065,-3069781.4881750895,-82979.42492929554,-153934.87037594116,-5445083.229078156,1120405.5944017395,Air transport (62),DPW.DE,15.12,3.96,6.35,4.81,2022.0
3487,2012,FLUGHAFEN ZUERICH AG,Switzerland,Air transport (62),0.023607254455910408,24470902.026752003,24065799.48056756,-5359.807052846582,276365.3389508875,69472.56565372403,-301.17898732309396,-761.9278737121602,30362.522420557114,35325.033073164515,Air transport (62),0RG6.IL,23.41,4.29,12.32,6.8,2022.0
3488,2012,GROUPE ADP,France,Air transport (62),0.029593097450454,103010753.14109549,101654592.10756713,-28697.026750979676,1372590.0594347834,334921.7178343761,-1749.502744596905,-118100.13377731355,-365381.2130405705,162577.1325726676,Air transport (62),@GROUPE ADP,,,,,
3489,2012,KOBENHAVNS LUFTHAVNE,Denmark,Air transport (62),0.04091838900157687,25416098.806232747,18687501.198906355,-5641.186658145716,229320.15213980508,55851.690542058044,-329.16675997240077,-7201.575544846724,6427076.605512742,29521.088094757273,Air transport (62),KLH.SG,,,,,
3490,2012,LINDE PLC,United Kingdom Of Great Britain And Northern Ireland,Chemicals nec,-0.46795428794693783,-5252318927.91643,-5110444658.330781,-1184135.7443013862,-67983760.40868251,-15932726.642026996,-214462.9813478024,-201660.8521281637,-56405257.86319466,47734.90753685544,Chemicals nec,LIN,,,,,
3491,2012,L'AIR LIQUIDE SA,France,Chemicals nec,-0.3422374642864147,-6914791060.2893305,-6694437252.320609,-1592671.23259626,-88804793.39817923,-20828546.72716026,-283105.5637844557,-888803.3592068356,-108062263.07115546,106375.38336321546,Chemicals nec,@L'AIR LIQUIDE SA,,,,,
3492,2012,WACKER CHEMIE AG,Germany,Chemicals nec,-0.1562210892583438,-954540193.4402072,-480488433.0353877,-164325.62921369082,-5965866.486466842,-1411598.122489986,-22489.405984356796,-1860558.0276908963,-464676104.2016746,49181.48669953363,Chemicals nec,WCH.DE,26.25,10.79,5.75,9.71,2022.0
3493,2012,EVONIK INDUSTRIES AG,Germany,Chemicals nec,-0.15449039300400066,-2775745597.2408347,-2714626662.046833,-678181.3448315915,-35393687.09432,-8294467.286854842,-116736.26700570836,-5471001.609398093,-11260802.041358434,95940.50269199844,Chemicals nec,EVK.DE,24.61,13.69,3.59,7.33,2022.0
3494,2012,ELEMENTIS PLC,United Kingdom Of Great Britain And Northern Ireland,Chemicals nec,-0.12349940659129566,-58697100.53825715,-56327941.13018038,-13284.353898693373,-752602.1291420774,-173416.05271369644,-2356.2158383035317,-8539.367771610956,-1419570.8571650959,609.5685163323699,Chemicals nec,ELM.L,,,,,
3495,2012,KONINKLIJKE DSM NV,Netherlands,Chemicals nec,-0.11515964538208978,-1386222206.6524997,-1282819765.0634685,-305417.9581892549,-16997168.99059102,-3949675.1785094975,-54594.34178627562,-1184205.929073854,-80950888.55475032,39509.38999549586,Chemicals nec,KDSKF,19.94,9.86,4.77,5.32,2022.0
3496,2012,CORBION NV,Netherlands,Chemicals nec,-0.10433051562425726,-103663068.27285433,-99702649.61837077,-21455.00610458206,-1349366.8844136822,-299665.85139144195,-4006.484105698718,-97747.89275467789,-2187159.784673281,-1016.7488836266307,Chemicals nec,CSUA.MU,,,,,
3497,2012,CLARIANT AG,Switzerland,Chemicals nec,-0.07960871618605356,-525139148.3782518,-419680484.92534065,-108017.4121469258,-5556720.040978815,-1302478.7812154766,-18331.168606621213,-6107.394442143315,-98487480.40426727,20471.74874620833,Chemicals nec,CLN.SW,20.39,9.49,4.37,6.52,2022.0
3498,2012,AKZO NOBEL NV,Netherlands,Chemicals nec,-0.07639030526949546,-1549854952.8516252,-1377615152.2974591,-372844.16234860494,-17812391.187296044,-4159472.5740235136,-59258.79099980301,-1995940.1213937805,-147876738.9491138,36845.27504442902,Chemicals nec,AKZOY,,,,,
3499,2012,SYNTHOMER PLC,United Kingdom Of Great Britain And Northern Ireland,Chemicals nec,-0.04218872801887876,-72199072.67661911,-68866954.80473186,-15349.481124705795,-947706.8306571344,-206074.63464170462,-2829.4083161431345,-30747.451689183592,-2130895.1252551717,1485.0600258515874,Chemicals nec,SYNT.L,,,,,
3500,2012,VICTREX PLC,United Kingdom Of Great Britain And Northern Ireland,Chemicals nec,-0.02604014005831315,-9302031.814200502,-8827999.483850552,-2321.6572291846996,-120009.61355629262,-25858.983540960366,-376.2855206511176,-6418.129042053708,-319505.8088429239,458.14742993043814,Chemicals nec,VCT.L,,,,,
3501,2012,CRODA INTERNATIONAL PLC,United Kingdom Of Great Britain And Northern Ireland,Chemicals nec,-0.023174284054534835,-39617548.44986906,-34270403.18258541,-18967.806041259097,-427374.8394850768,-100865.70712005014,-2104.7543193963634,-30715.331844114167,-4782069.490231564,14952.661986651421,Chemicals nec,CRDA.L,22.97,11.69,5.28,6.0,2022.0
3502,2012,GIVAUDAN SA,Switzerland,Chemicals nec,-0.014772261929663154,-68702306.29671726,-61506506.232265495,-17001.08615927129,-799595.8415186378,-185149.17962970218,-2668.8446512499327,-4305.925495230887,-6189374.839213362,2295.652215696821,Chemicals nec,GIVN.SW,20.04,9.03,4.4,6.61,2022.0
3503,2012,UNILEVER PLC,United Kingdom Of Great Britain And Northern Ireland,Chemicals nec,-0.013933756714859606,-763987521.039033,-706078696.5487739,-171141.12751376737,-10033086.128201764,-1984664.097175963,-29905.159627594243,-985126.4537800385,-44771820.98902662,66919.47240561357,Chemicals nec,UL,,,,,
3504,2012,JOHNSON MATTHEY PLC,United Kingdom Of Great Britain And Northern Ireland,Chemicals nec,-0.006649690194153313,-129935643.11573073,-125177656.9169718,-32533.94492493133,-1584532.6038382563,-368728.7529735786,-5532.87735054432,-351075.7465806193,-2425354.035668023,9771.765192420704,Chemicals nec,JMAT.L,23.35,11.01,6.28,6.06,2022.0
3505,2012,UNITED UTILITIES GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,"Collection, purification and distribution of water (41)",-0.06043231552941427,-153696027.3482582,-150311662.25943798,-34492.9697312579,-1998970.693644116,-468652.4560852293,-6266.138000059974,-2692.669657169752,-873538.457797491,248.29609514420855,"Collection, purification and distribution of water (41)",UU.L,12.76,3.71,3.44,5.61,2022.0
